6.490101889	0
6.495473245	0.257325636
6.511633306	0.5150737716
6.538720954	0.773668547
6.576970709	1.033537371
6.626717425	1.295112522
6.688403096	1.558832697
6.762586039	1.825144493
6.849952794	2.09450377
6.951333232	2.367376846
7.067719482	2.644241451
7.2002895	2.92558732
7.350436363	3.211916281
7.519804687	3.503741612
7.71033602	3.801586362
7.924325698	4.105980184
8.164494434	4.417454073
8.434079134	4.736532085
8.736949021	5.063718762
9.077755528	5.399480339
9.462127806	5.744216959
9.896930733	6.098221732
10.39060985	6.461620334
10.95365928	6.834281522
11.59926675	7.215683501
12.34421912	7.604712201
13.21019994	7.999352473
14.22569212	8.396207139
15.42884331	8.789731977
16.87191504	9.170987545
18.62844234	9.525539182
20.80525265	9.829789469
23.56369258	10.0442725
27.15952258	10.10067052
32.02398668	9.874768988
38.9461103	9.12442604
49.54297617	7.327149441
67.74031521	3.163465679
106.2175886	-7.745749854
241.9433351	-52.39059186
-894.9154499	351.9819423
-155.4806285	96.35819705
-82.98727855	77.13983889
-53.62121538	75.38145493
-34.81811116	81.20116718
-16.28663754	94.60968601
15.32769381	121.8025814
134.2546993	197.2100459
-1049.685179	-158.4637326
-550.3917426	377.6357494
374.2755296	-576.2335411
64.34519574	-177.2442164
19.56033958	-102.9236284
4.071402813	-70.70846351
-3.139057947	-52.39953365
-7.115943342	-40.38927465
-9.601918775	-31.73873948
-11.33818546	-25.05986889
-12.68921638	-19.60175434
-13.85741665	-14.91238208
-14.9701362	-10.69143042
-16.12030839	-6.716995455
-17.38882889	-2.803370861
-18.86030582	1.228834244
-20.63858462	5.580949639
-22.86793821	10.51274096
-25.769306	16.40257258
-29.71228387	23.86485664
-35.37797641	34.01391389
-44.18766483	49.15685331
-59.69871054	75.04819351
-94.05773551	131.310913
-233.5019727	357.2090513
437.5978193	-725.8194438
110.3957179	-196.8249016
62.41440562	-118.7604754
43.17743997	-87.15005478
32.83349751	-69.93402148
26.38915808	-59.04588967
21.99929259	-51.50343125
18.82372446	-45.94753679
16.4250608	-41.66978309
14.5531743	-38.26437577
13.05468977	-35.48195671
11.83034197	-33.1607191
10.8130589	-31.19099423
9.955898977	-29.49575374
9.225033587	-28.01926173
8.595473394	-26.7201599
8.048363431	-25.5670878
7.569213846	-24.53581563
7.146709315	-23.60731271
6.771887738	-22.76641356
6.437561175	-22.00087602
6.137899585	-21.30070317
5.868126377	-20.65764645
5.624292239	-20.06483588
5.403104745	-19.51650085
5.201798331	-19.00775653
5.018033924	-18.53443864
4.84982061	-18.0929741
4.695453924	-17.68027886
4.553466777	-17.29367641
4.42259011	-16.93083219
4.301721106	-16.5897005
4.189897315	-16.26848106
4.086275456	-15.96558331
3.990113939	-15.67959694
3.900758376	-15.40926723
3.81762949	-15.15347453
3.740212991	-14.91121692
3.668051044	-14.6815956
3.600735058	-14.46380241
3.537899551	-14.25710931
3.479216929	-14.06085925
3.424393009	-13.87445842
3.37316318	-13.6973695
3.325289092	-13.52910592
3.280555795	-13.36922682
3.238769269	-13.21733267
3.199754269	-13.07306155
3.163352458	-12.93608582
3.129420784	-12.80610929
3.097830053	-12.68286473
3.068463702	-12.56611175
3.041216713	-12.45563491
3.01599468	-12.35124217
2.992712988	-12.25276351
2.971296112	-12.16004979
2.951677005	-12.07297185
2.933796582	-11.99141968
2.91760328	-11.91530192
2.903052694	-11.84454537
2.890107286	-11.77909482
2.878736157	-11.71891287
2.86891488	-11.66398008
2.860625405	-11.61429514
2.853856016	-11.56987534
2.848601355	-11.53075715
2.844862514	-11.496997
2.842647191	-11.46867229
2.841969918	-11.4458827
2.842852378	-11.42875162
2.845323798	-11.41742808
2.849421448	-11.41208883
2.855191249	-11.412941
2.86268851	-11.42022508
2.87197881	-11.43421853
2.883139055	-11.45524003
2.896258735	-11.48365441
2.911441427	-11.51987858
2.928806578	-11.56438852
2.948491639	-11.61772751
2.970654616	-11.68051607
2.995477136	-11.75346374
3.023168134	-11.83738334
3.053968325	-11.93320809
3.088155641	-12.04201256
3.126051885	-12.16503816
3.168030931	-12.30372458
3.214528893	-12.45974874
3.266056826	-12.63507343
3.32321675	-12.83200867
3.386722005	-13.05328957
3.457423411	-13.30217648
3.53634322	-13.58258482
3.624719717	-13.89925576
3.724066578	-14.25798325
3.836253005	-14.66592053
3.963613638	-15.13200054
4.109102012	-15.66752285
4.27650908	-16.28698947
4.470781465	-17.00932199
4.698496855	-17.85967984
4.968595221	-18.87225691
5.29354227	-20.09473124
5.691255749	-21.59563235
6.188449801	-23.47713199
6.826785489	-25.89856727
7.675021181	-29.12291068
8.855316779	-33.61737253
10.60756177	-40.29942817
13.47620558	-51.25136409
19.01830468	-72.42825473
34.20347349	-130.4858894
250.9914826	-959.5881437
-42.74518947	163.847633
-18.81400553	72.339834
-11.68450056	45.09112352
-8.26198057	32.01990769
-6.253066393	24.35499401
-4.932691857	19.32331529
-3.999232283	15.7712867
-3.304772315	13.13319575
-2.768257542	11.09904453
-2.341552461	9.484735852
-1.994269449	8.174050649
-1.706279721	7.090005548
-1.463721315	6.179585133
-1.256736557	5.405088713
-1.078123726	4.738973515
-0.9224991522	4.160650071
-0.7857576967	3.654418767
-0.6647145836	3.208100017
-0.5568612479	2.812100474
-0.4601949842	2.458761508
-0.3730976193	2.141895184
-0.2942475043	1.856447659
-0.2225546157	1.598250976
-0.1571119854	1.363837301
-0.09715885818	1.150298014
-0.04205240152	0.9551755067
0.00875426252	0.7763791695
0.05572929184	0.6121194692
